customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
3507,31,North,27,F,1,152,1,1,51.19,50.24,47.16,67.26,0.241,0.265,115,804,1,0,8,1,0.214,0.127,0.289,0.37,1,1.0,1,4.75,0.464,0.101,0,2,2.65,0.743,0.0,0
3508,30,East,31,M,1,24,2,1,47.16,47.08,48.79,61.26,0.234,0.286,90,936,3,1,10,2,0.267,0.257,0.284,0.192,2,1.0,2,,0.534,0.274,6,3,5.22,0.713,0.0,1
3509,18,South,36,M,0,110,1,2,137.92,65.0,71.12,74.73,0.375,0.457,159,1084,0,0,6,1,0.076,0.306,0.259,0.359,2,1.0,2,,,,1,1,3.52,0.744,0.0,1
3510,44,North,16,F,0,66,1,1,58.04,63.6,73.17,119.81,0.396,0.495,95,487,1,1,2,2,0.333,0.213,0.277,0.178,0,0.0,0,8.53,,,4,0,3.1,0.932,48.42,0
3511,43,East,10,F,1,0,0,0,0.0,115.81,119.07,172.06,0.46,0.527,213,304,0,0,6,3,0.19,0.241,0.386,0.183,0,0.0,0,9.07,0.041,0.0,0,2,2.5,0.981,,1
3512,49,East,24,M,0,0,0,2,72.25,33.02,33.75,81.97,0.517,0.558,178,706,0,0,5,1,0.419,0.165,0.104,0.312,0,0.0,0,9.28,,,3,1,2.5,1.0,27.19,1
3513,42,West,20,M,1,309,2,5,530.26,107.57,118.12,180.81,0.472,0.502,69,601,4,1,6,1,0.285,0.371,0.238,0.106,3,0.6,1,,0.646,0.169,1,1,3.51,0.741,117.64,1
3514,64,East,33,M,1,0,0,1,4.69,5.0,5.0,38.83,0.589,0.636,163,1003,0,0,5,2,0.268,0.177,0.357,0.198,3,1.0,3,3.26,0.396,0.058,4,2,5.47,0.584,0.0,1
3515,42,South,11,M,1,107,0,1,40.98,44.46,29.08,70.66,0.348,0.438,99,333,2,1,3,1,0.427,0.16,0.324,0.09,2,1.0,1,6.46,0.576,0.177,0,4,3.47,0.925,10.4,0
3516,51,North,36,F,1,30,0,0,0.0,55.32,65.37,97.77,0.513,0.59,162,1087,0,0,3,1,0.167,0.305,0.196,0.332,0,0.0,0,10.0,0.286,0.0,0,2,2.59,0.965,52.65,1
3517,36,West,40,M,1,66,2,1,55.58,60.01,56.42,122.85,0.319,0.37,78,1207,3,1,3,1,0.327,0.131,0.223,0.319,2,1.0,1,,0.786,0.406,3,2,2.43,0.741,0.0,1
3518,29,West,24,F,1,0,1,1,69.19,73.15,83.84,101.33,0.407,0.522,34,720,6,2,4,2,0.345,0.064,0.352,0.239,1,1.0,1,,0.593,0.319,5,4,4.25,0.792,27.56,0
3519,48,North,25,F,1,301,2,4,352.09,85.39,100.74,164.23,0.341,0.374,94,742,2,2,5,1,0.314,0.341,0.23,0.114,0,0.0,1,8.34,0.518,0.162,0,1,3.28,0.863,77.92,0
3520,38,North,15,M,1,9,0,0,0.0,9.52,24.35,48.09,0.517,0.621,194,444,0,0,9,3,0.442,0.094,0.135,0.33,1,1.0,1,6.18,0.265,0.094,0,1,2.73,0.805,0.0,1
3521,49,East,17,M,1,309,1,5,403.93,74.79,50.69,125.05,0.325,0.353,66,525,3,1,3,3,0.213,0.363,0.342,0.082,1,0.2,1,6.06,0.69,0.312,2,4,5.87,0.852,,0
3522,44,East,19,F,1,279,0,0,0.0,15.64,22.05,58.89,0.384,0.379,75,573,2,0,8,1,0.316,0.132,0.365,0.187,1,1.0,3,,0.843,0.328,4,4,3.48,0.646,0.0,1
3523,30,North,41,M,1,104,1,0,0.0,25.21,21.14,57.27,0.365,0.419,99,1239,1,0,11,1,0.305,0.351,0.144,0.2,2,1.0,3,2.46,0.468,0.257,0,3,6.46,0.553,0.0,1
3524,52,East,23,M,0,864,2,11,827.32,81.07,75.85,139.28,0.549,0.509,15,694,5,2,7,2,0.232,0.28,0.346,0.141,3,0.273,2,5.39,,,4,4,4.51,0.716,168.4,0
3525,29,North,8,M,0,175,1,3,199.86,64.14,67.12,93.64,0.418,0.453,192,244,0,0,6,1,0.004,0.361,0.331,0.303,3,1.0,2,,,,2,3,3.64,0.751,0.0,1
3526,47,North,27,F,1,0,0,1,20.61,20.08,15.06,53.3,0.408,0.498,154,812,0,0,5,2,0.331,0.286,0.106,0.277,1,1.0,0,7.09,,0.0,0,0,2.2,1.0,0.0,1
3527,55,South,34,F,1,3,0,0,0.0,46.49,52.48,102.39,0.275,0.365,205,1017,0,0,0,1,0.538,0.107,0.232,0.123,1,1.0,1,4.88,0.34,0.0,1,0,2.4,0.774,0.0,1
3528,35,South,24,M,1,256,2,5,587.5,121.42,131.99,132.38,0.145,0.262,47,711,4,1,8,1,0.237,0.294,0.301,0.169,5,1.0,3,5.5,0.512,0.174,3,4,4.33,0.713,85.08,0
3529,53,West,42,M,0,242,0,4,87.51,20.2,18.58,46.18,0.6,0.615,147,1249,0,0,7,2,0.329,0.222,0.204,0.244,2,0.5,1,4.33,,,3,1,4.9,0.615,6.84,1
3530,44,South,33,F,0,48,0,0,0.0,51.38,54.25,81.51,0.6,0.597,127,1000,0,0,8,1,0.295,0.191,0.338,0.175,1,1.0,1,7.82,,,2,2,3.31,0.897,0.0,0
3531,50,South,11,M,1,218,2,3,219.41,80.67,77.01,114.07,0.201,0.283,62,342,3,1,7,1,0.433,0.188,0.292,0.087,1,0.333,0,,0.49,0.128,4,2,3.19,0.968,86.74,1
3532,29,West,17,M,0,651,2,10,1327.8,,130.39,154.6,0.201,0.213,24,521,6,2,10,1,0.18,0.2,0.3,0.321,1,0.1,0,9.06,,,3,2,3.3,0.914,215.68,0
3533,42,North,27,M,0,0,0,0,0.0,53.71,65.05,73.34,0.6,0.661,172,801,0,0,2,2,0.466,0.179,0.211,0.144,3,1.0,1,6.49,,,0,0,2.99,0.819,0.0,1
3534,23,West,4,F,1,106,0,0,0.0,31.83,35.11,70.41,0.313,0.312,177,120,0,0,0,1,0.378,0.237,0.124,0.261,4,1.0,3,3.07,0.476,0.057,1,2,3.53,0.603,0.0,1
3535,60,West,28,M,1,773,1,13,1223.24,103.55,102.59,159.66,0.188,0.215,42,841,6,2,13,1,0.266,0.385,0.199,0.15,3,0.231,3,6.43,0.615,0.139,1,0,2.99,0.811,156.41,0
3536,18,North,3,F,1,2,2,4,372.92,101.03,111.51,148.68,0.192,0.217,94,86,3,0,11,1,0.308,0.132,0.288,0.272,0,0.0,0,9.83,0.329,0.004,1,0,1.04,1.0,108.46,0
3537,35,North,36,F,1,195,1,0,0.0,73.13,69.88,133.67,0.412,0.462,129,1088,1,1,0,1,0.284,0.049,0.438,0.229,0,,0,9.94,0.211,0.014,5,1,2.72,0.997,51.1,1
3538,28,West,35,M,1,21,0,3,15.42,5.0,5.0,40.99,0.352,0.396,108,1047,2,0,8,1,0.201,0.115,0.516,0.168,2,0.667,3,4.21,0.594,0.202,6,3,5.16,0.57,0.0,0
3539,48,East,30,F,1,0,0,0,0.0,45.85,40.54,111.03,0.349,0.41,147,902,0,0,4,2,0.498,0.102,0.23,0.17,4,1.0,1,,0.223,0.0,0,0,3.01,0.662,0.0,0
3540,63,North,16,O,1,2,1,0,0.0,60.11,47.57,74.6,0.532,0.594,141,477,2,1,2,1,0.081,0.391,0.121,0.407,1,1.0,2,,0.435,0.163,0,0,2.51,0.748,0.0,0
3541,47,West,26,F,0,0,1,0,0.0,,46.86,119.96,0.263,0.337,78,781,2,1,9,1,0.133,0.415,0.158,0.294,4,1.0,3,,,,1,1,4.91,0.597,0.0,1
3542,75,South,18,M,1,152,2,6,426.74,78.59,79.03,140.44,0.207,0.24,125,535,2,2,8,1,0.384,0.04,0.498,0.078,4,0.667,2,3.64,0.3,0.005,1,0,5.0,0.5,73.82,0
3543,23,South,12,F,0,333,1,7,544.97,75.68,77.52,84.13,0.6,0.674,98,349,3,1,9,3,0.306,0.149,0.265,0.28,1,0.143,2,7.23,,,2,1,3.53,0.755,68.32,1
3544,24,East,20,O,0,0,0,0,0.0,59.53,51.79,108.9,0.407,0.509,147,598,0,0,0,1,0.348,0.123,0.24,0.289,3,1.0,2,3.55,,,4,3,4.75,0.653,0.0,1
3545,29,East,32,O,0,684,2,10,1050.11,103.54,99.46,141.02,0.355,0.347,19,971,4,1,14,2,0.176,0.391,0.14,0.293,3,0.3,2,7.21,,,1,1,4.39,0.718,139.03,0
3546,41,South,25,F,1,0,1,0,0.0,70.57,55.43,108.45,0.493,0.494,158,736,0,0,2,1,0.151,0.398,0.234,0.217,2,1.0,1,5.96,0.429,0.162,2,1,4.44,0.717,0.0,0
3547,27,North,41,F,1,256,2,5,311.17,59.61,77.11,100.93,0.446,0.532,95,1242,5,3,8,2,0.231,0.347,0.243,0.178,2,,1,8.19,0.604,0.217,2,5,4.04,0.748,70.5,0
3548,30,East,33,M,1,521,2,8,634.23,82.79,94.52,110.4,0.332,0.421,55,996,5,2,11,1,0.474,0.119,0.24,0.166,2,0.25,1,6.93,0.593,0.142,4,0,3.4,0.739,129.26,0
3549,47,East,32,M,0,0,0,3,138.04,47.38,41.66,106.16,0.6,0.634,166,957,0,0,7,1,0.411,0.289,0.113,0.187,2,0.667,2,3.88,,,2,4,4.72,0.61,0.0,0
3550,25,West,5,M,0,0,0,0,0.0,58.92,60.02,99.0,0.476,0.556,179,141,0,0,7,2,0.216,0.3,0.328,0.156,1,1.0,1,5.99,,,1,1,3.58,0.711,,1
3551,26,South,21,M,1,190,2,2,63.9,29.87,22.83,47.37,0.25,0.281,74,617,1,0,9,1,0.2,0.294,0.263,0.243,3,1.0,3,,0.415,0.13,4,0,4.9,0.581,0.0,1
3552,35,East,11,F,1,98,0,0,0.0,50.0,58.19,89.24,0.36,0.409,148,337,0,0,12,1,0.334,0.239,0.281,0.146,2,1.0,1,,0.463,0.107,3,3,1.91,0.678,0.0,1
3553,36,North,22,M,1,198,1,2,115.59,56.8,61.95,87.32,0.277,0.326,81,654,3,0,2,1,0.333,0.166,0.204,0.297,4,1.0,5,1.1,0.563,0.2,3,3,5.62,0.446,1.94,0
3554,52,West,16,M,0,283,1,7,736.88,114.24,103.73,166.56,0.272,0.328,92,470,1,0,8,1,0.012,0.515,0.354,0.119,0,0.0,2,7.31,,,5,2,4.35,0.634,129.03,0
3555,29,South,19,F,1,176,0,0,0.0,62.05,54.26,75.74,0.378,0.498,174,584,0,0,9,2,0.336,0.232,0.254,0.178,0,0.0,2,8.3,0.324,0.129,0,1,2.46,0.989,0.0,1
3556,31,East,37,M,1,653,1,5,323.27,63.12,62.56,143.18,0.322,0.496,33,1102,5,1,7,2,0.212,0.235,0.278,0.276,3,0.6,2,5.27,0.734,0.331,6,4,5.19,0.552,50.83,0
3557,46,West,30,M,0,0,1,1,64.75,67.96,79.04,110.37,0.6,0.582,158,891,0,0,0,1,0.209,0.18,0.394,0.217,2,,0,7.23,,,2,1,4.26,0.758,0.0,1
3558,49,West,36,M,1,321,2,5,284.23,57.75,54.72,73.02,0.272,0.294,55,1083,3,2,11,2,0.212,0.326,0.221,0.242,3,0.6,0,,,0.176,1,1,1.88,0.837,74.4,0
3559,57,East,5,F,1,0,0,1,60.74,57.49,67.95,93.46,0.483,0.498,123,144,0,0,5,1,0.293,0.229,0.38,0.098,4,1.0,3,3.11,0.29,0.0,2,2,5.45,0.458,0.0,1
3560,45,East,25,F,0,356,0,4,204.35,53.71,56.2,84.06,0.359,0.478,138,741,0,0,3,1,0.145,0.387,0.222,0.246,2,0.5,1,,,,0,4,3.39,0.753,0.0,1
3561,41,West,36,M,1,181,0,3,190.14,60.15,53.49,84.25,0.327,0.436,143,1068,0,0,7,1,0.354,0.216,0.203,0.228,5,1.0,4,2.34,,0.177,0,3,5.43,0.464,0.0,1
3562,46,West,42,F,1,4,0,0,0.0,36.43,33.09,84.93,0.6,0.695,179,1262,0,0,6,3,0.198,0.272,0.24,0.291,3,1.0,2,4.37,0.289,0.019,1,0,4.92,0.73,0.0,1
3563,36,East,5,M,1,160,0,0,0.0,35.61,40.67,120.22,0.6,0.63,145,163,0,0,2,1,0.234,0.272,0.262,0.232,0,0.0,0,7.87,0.602,0.236,2,3,3.47,0.774,4.23,1
3564,36,East,20,F,1,356,2,3,195.44,71.9,78.62,149.28,0.253,0.314,75,593,3,2,6,1,0.417,0.223,0.145,0.215,3,,4,1.21,0.643,0.321,2,1,6.6,0.411,28.84,0
3565,18,North,36,M,1,109,1,4,315.04,82.76,90.22,126.79,0.499,0.47,87,1092,0,0,8,2,0.388,0.125,0.32,0.167,1,0.25,1,10.0,0.581,0.2,0,2,1.66,0.979,63.73,0
3566,50,South,22,F,0,46,0,0,0.0,50.63,52.35,75.02,0.488,0.575,116,651,1,0,2,1,0.293,0.188,0.272,0.246,0,0.0,1,8.4,,,2,1,3.07,0.832,18.32,1
3567,42,South,13,M,0,2,1,3,181.38,56.08,59.65,101.68,0.383,0.453,145,392,1,0,8,2,0.173,0.175,0.351,0.301,3,1.0,1,5.79,,,0,0,4.59,0.675,2.62,1
3568,49,South,5,F,1,224,2,2,139.5,70.76,88.81,125.52,0.476,0.503,73,162,3,2,11,2,0.348,0.326,0.169,0.156,0,0.0,0,10.0,0.637,0.267,2,3,2.85,0.921,103.47,0
3569,18,East,13,F,1,436,1,3,162.98,53.84,73.09,97.91,0.305,0.394,12,378,3,0,0,1,0.242,0.374,0.141,0.244,2,0.667,2,,0.776,0.29,4,3,4.98,0.52,23.89,0
3570,39,North,4,F,1,129,2,0,0.0,43.05,43.43,97.95,0.327,0.367,141,112,1,0,5,1,0.249,0.385,0.176,0.191,2,1.0,3,3.37,0.413,0.03,0,0,4.09,0.596,0.0,0
3571,29,North,25,M,1,0,0,0,0.0,45.38,31.24,94.26,0.279,0.236,151,741,0,0,6,2,0.282,0.289,0.42,0.009,2,1.0,4,1.0,0.447,0.112,2,3,4.59,0.606,0.0,0
3572,58,South,35,M,1,0,1,2,177.12,86.85,87.89,132.55,0.492,0.606,113,1043,1,1,6,1,0.4,0.158,0.111,0.331,1,0.5,0,9.29,0.449,0.088,2,1,1.6,1.0,,0
3573,47,South,9,F,1,72,0,3,218.6,76.17,77.09,91.84,0.453,0.59,129,266,0,0,8,3,0.264,0.302,0.233,0.201,2,0.667,0,7.85,0.514,0.161,1,0,3.45,0.727,33.75,1
3574,42,South,27,F,1,0,0,1,34.04,31.35,21.25,68.74,0.472,0.453,242,813,0,0,6,2,0.174,0.308,0.412,0.106,0,0.0,1,7.3,0.104,0.0,1,2,5.25,0.858,22.21,1
3575,34,West,34,M,1,0,0,2,77.45,38.91,39.91,117.13,0.534,0.597,143,1024,1,0,8,2,0.536,0.292,0.117,0.055,2,1.0,0,,0.519,0.293,0,0,2.96,0.764,0.0,1
3576,44,East,24,M,1,161,1,2,129.68,69.9,61.54,119.69,0.416,0.541,133,719,0,0,8,1,0.375,0.151,0.25,0.224,1,0.5,0,,0.421,0.0,1,0,2.66,0.841,59.13,1
3577,28,South,5,F,0,0,0,2,73.67,40.71,43.73,104.08,0.445,0.429,172,140,0,0,2,1,0.42,0.168,0.175,0.237,0,0.0,2,6.86,,,0,1,1.96,0.793,4.23,1
3578,38,North,29,F,1,212,1,1,51.93,54.87,59.63,135.09,0.251,0.195,98,859,0,0,1,1,0.327,0.268,0.251,0.154,1,1.0,1,7.48,0.496,0.134,1,0,3.49,0.855,0.0,0
3579,33,East,23,F,0,33,0,0,0.0,5.85,10.06,22.26,0.507,0.545,185,700,1,1,1,1,0.322,0.249,0.349,0.08,3,1.0,1,,,,1,0,4.5,0.783,0.0,1
3580,67,East,22,F,0,136,0,0,0.0,35.19,43.1,127.17,0.56,0.615,121,664,0,0,9,1,0.31,0.188,0.355,0.147,3,1.0,1,6.37,,,3,0,4.73,0.656,0.0,1
3581,57,South,17,F,0,613,2,11,1162.42,108.59,112.35,168.06,0.241,0.355,0,523,7,3,8,2,0.319,0.145,0.215,0.321,2,0.182,1,6.66,,,0,3,3.75,0.775,176.86,0
3582,52,North,25,M,0,0,0,0,0.0,87.76,94.07,151.0,0.238,0.402,142,751,0,0,5,1,0.261,0.266,0.279,0.194,1,1.0,2,,,,3,0,2.62,0.799,0.0,1
3583,22,North,30,M,0,16,1,1,101.47,111.56,121.89,138.15,0.366,0.45,158,904,0,0,8,1,0.279,0.269,0.282,0.169,2,1.0,2,5.83,,,1,3,2.74,0.706,0.0,0
3584,50,North,53,F,0,303,0,4,139.96,33.0,29.47,87.49,0.374,0.337,138,1581,0,0,6,1,0.235,0.238,0.443,0.084,4,1.0,2,3.38,,,1,2,4.86,0.585,,0
3585,42,South,25,M,0,331,1,1,61.08,62.0,60.85,85.97,0.362,0.435,75,760,4,3,7,2,0.492,0.251,0.124,0.134,3,1.0,2,4.35,,,4,2,5.9,0.668,0.0,0
3586,54,West,42,M,0,0,0,0,0.0,28.22,25.37,71.21,0.409,0.452,202,1264,0,0,6,1,0.214,0.249,0.255,0.282,1,1.0,2,,,,0,0,2.63,0.841,0.0,1
3587,43,West,28,M,1,0,1,0,0.0,48.45,42.49,95.19,0.359,0.457,136,849,1,0,3,1,0.113,0.514,0.003,0.369,1,1.0,2,,0.505,0.15,4,0,3.57,0.661,0.0,0
3588,39,South,23,M,1,73,0,0,0.0,51.03,48.64,86.25,0.474,0.429,129,684,2,1,1,1,0.486,0.394,0.114,0.006,3,1.0,1,,0.399,0.212,0,4,3.36,0.845,0.0,0
3589,42,West,26,M,1,22,1,2,180.02,82.43,89.11,145.44,0.181,0.278,215,773,0,0,8,2,0.146,0.136,0.265,0.453,4,1.0,3,2.9,0.0,0.0,1,3,3.64,0.584,0.0,0
3590,18,West,9,M,0,49,0,0,0.0,53.43,59.24,83.03,0.534,0.663,93,280,2,0,6,1,0.244,0.233,0.331,0.192,3,1.0,3,2.92,,,2,0,3.96,0.579,0.0,1
3591,30,East,28,M,1,149,2,2,180.37,93.24,79.69,93.48,0.39,0.452,87,830,3,1,4,2,0.425,0.225,0.149,0.202,3,,2,4.36,0.544,0.247,3,1,5.08,0.607,30.59,0
3592,44,East,1,F,1,91,0,4,294.72,67.24,80.97,102.37,0.464,0.572,113,30,1,1,10,1,0.3,0.315,0.257,0.129,4,1.0,1,,0.479,0.158,2,3,3.57,0.682,0.0,0
3593,53,West,14,F,1,762,2,10,853.58,90.58,97.35,155.65,0.364,0.453,17,409,7,2,9,1,0.149,0.372,0.198,0.281,3,0.3,2,7.25,0.754,0.356,5,2,3.78,0.693,156.31,0
3594,33,South,25,M,1,19,0,0,0.0,18.75,20.57,107.87,0.452,0.394,111,760,0,0,5,2,0.276,0.337,0.227,0.161,0,0.0,0,10.0,,0.18,7,1,1.0,1.0,24.35,1
3595,39,North,38,M,1,180,1,4,222.06,50.68,39.63,116.99,0.326,0.385,87,1150,3,2,7,3,0.264,0.354,0.259,0.123,3,0.75,2,6.08,0.543,0.136,2,0,2.19,0.77,,0
3596,20,West,41,F,1,0,1,1,109.6,105.61,96.13,166.95,0.554,0.621,106,1235,1,0,4,1,0.18,0.225,0.214,0.381,1,1.0,0,,0.492,0.059,1,2,2.94,0.892,45.51,0
3597,57,South,21,M,1,0,0,0,0.0,54.95,66.97,87.37,0.445,0.442,189,635,0,0,2,1,0.523,0.267,0.017,0.193,2,1.0,0,6.63,0.146,0.0,2,3,3.92,0.843,0.0,1
3598,53,West,26,F,1,181,2,2,195.59,95.48,103.51,181.54,0.381,0.447,90,776,3,1,10,1,0.314,0.311,0.123,0.251,4,1.0,4,1.61,0.537,0.045,1,0,3.91,0.454,0.0,0
3599,47,West,36,F,1,18,2,1,67.06,66.33,75.36,120.01,0.3,0.268,132,1074,2,1,10,1,0.284,0.204,0.257,0.255,1,1.0,0,8.62,,0.227,2,2,4.31,0.891,0.0,1
3600,44,South,8,M,1,0,0,0,0.0,68.48,67.42,122.95,0.528,0.579,146,241,1,1,2,2,0.362,0.189,0.124,0.325,4,1.0,2,4.79,0.503,0.157,1,3,4.95,0.521,0.0,1
3601,58,East,29,M,1,0,0,1,46.4,46.0,56.45,98.56,0.377,0.449,235,866,0,0,5,1,0.284,0.271,0.223,0.221,2,1.0,0,5.26,0.265,0.0,0,2,2.85,0.796,0.0,1
3602,30,South,14,M,0,229,2,2,62.27,30.15,19.19,46.98,0.564,0.736,91,422,2,1,8,1,0.334,0.361,0.054,0.251,1,0.5,1,5.96,,,2,4,4.27,0.675,18.24,0
3603,29,North,22,F,1,267,2,6,566.76,90.15,80.29,137.83,0.231,0.236,109,658,3,1,9,1,0.097,0.423,0.282,0.198,0,0.0,2,10.0,0.451,0.177,1,4,1.0,1.0,129.41,1
3604,52,North,18,M,0,41,0,2,133.09,66.18,74.25,77.08,0.519,0.606,164,555,0,0,10,2,0.284,0.349,0.218,0.149,0,0.0,1,8.83,,,0,2,2.29,0.893,,1
3605,51,East,29,M,0,285,2,2,156.44,72.59,65.25,129.13,0.6,0.589,91,877,2,1,7,2,0.537,0.059,0.215,0.189,1,0.5,2,5.82,,,4,2,4.56,0.632,57.02,1
3606,25,North,31,F,1,198,0,0,0.0,41.2,40.88,87.92,0.255,0.362,105,918,4,2,5,1,0.336,0.253,0.09,0.321,3,1.0,1,6.91,0.65,0.298,0,0,2.33,0.764,6.55,0
3607,33,South,35,F,0,0,0,2,86.66,44.26,30.06,71.62,0.6,0.647,235,1041,0,0,0,1,0.576,0.087,0.017,0.321,1,0.5,2,,,,3,0,3.82,0.827,0.0,1
3608,60,North,28,F,1,292,1,3,219.15,71.39,48.63,133.91,0.558,0.637,103,845,1,0,1,1,0.216,0.107,0.366,0.312,1,0.333,0,9.01,0.482,0.203,1,0,3.59,0.934,67.37,1
3609,44,East,26,M,1,0,0,0,0.0,63.1,54.93,95.93,0.373,0.378,210,782,0,0,3,1,0.26,0.272,0.251,0.217,3,1.0,2,,0.245,0.02,0,1,2.59,0.812,0.0,1
3610,49,West,46,M,1,147,0,1,84.93,,75.07,111.42,0.432,0.509,133,1387,0,0,4,1,0.423,0.191,0.223,0.163,0,0.0,3,6.14,0.467,0.155,3,0,4.75,0.7,38.08,0
3611,26,East,6,M,0,6,0,0,0.0,58.12,50.72,108.8,0.39,0.411,117,171,1,0,5,2,0.343,0.237,0.368,0.052,1,1.0,1,,,,3,0,3.05,0.653,2.55,1
3612,47,South,44,M,0,152,1,2,158.84,84.15,89.11,123.83,0.6,0.644,97,1330,2,1,8,2,0.47,0.273,0.041,0.215,1,0.5,2,7.79,,,1,0,3.12,0.713,31.27,1
3613,22,West,21,M,1,0,1,1,54.81,56.72,64.81,101.39,0.438,0.432,123,616,0,0,5,1,0.362,0.236,0.276,0.126,0,0.0,0,9.8,0.379,0.0,4,0,1.68,0.964,50.29,1
3614,18,North,31,M,1,0,0,3,162.5,52.31,57.19,112.96,0.476,0.508,159,926,0,0,4,1,0.372,0.229,0.226,0.173,1,0.333,1,,0.182,0.0,2,1,3.89,0.844,4.34,1
3615,48,South,20,F,0,169,0,2,196.11,101.28,92.02,126.51,0.47,0.534,144,603,1,1,7,1,0.257,0.19,0.212,0.342,1,0.5,1,5.76,,,0,0,4.31,0.706,30.01,1
3616,57,North,16,F,1,293,1,4,353.91,82.58,86.78,106.12,0.554,0.603,93,467,4,3,6,2,0.32,0.379,0.065,0.237,1,0.25,0,7.53,0.459,0.2,1,0,3.39,0.844,78.14,0
3617,36,South,30,F,1,298,1,3,91.01,31.94,22.12,67.29,0.354,0.466,108,894,3,2,7,1,0.259,0.194,0.275,0.272,2,0.667,2,6.17,0.73,0.242,6,0,4.46,0.616,9.94,1
3618,33,North,37,M,1,20,0,0,0.0,55.36,70.26,94.1,0.358,0.379,179,1095,0,0,1,1,0.275,0.32,0.221,0.185,1,1.0,1,6.78,0.324,0.0,2,0,2.59,0.868,0.0,1
3619,60,North,30,F,1,500,2,7,793.69,114.19,114.58,167.03,0.314,0.444,39,890,4,1,9,1,0.437,0.294,0.001,0.268,0,0.0,0,10.0,0.614,0.28,0,3,1.0,1.0,167.11,0
3620,37,North,17,F,0,62,1,3,221.98,,67.84,153.52,0.36,0.393,105,525,2,1,4,1,0.315,0.206,0.285,0.194,2,0.667,3,5.41,,,4,0,4.36,0.815,13.01,1
3621,39,South,67,F,1,0,0,1,35.01,37.5,37.92,76.64,0.552,0.683,155,2020,0,0,8,1,0.217,0.273,0.377,0.133,2,1.0,1,7.04,0.503,0.157,4,0,3.24,0.835,0.0,1
3622,60,South,38,M,1,15,0,3,197.35,59.98,61.33,100.71,0.35,0.416,143,1151,0,0,5,1,0.471,0.136,0.176,0.217,2,0.667,3,,0.287,0.0,2,4,2.85,0.697,3.29,1
3623,35,East,35,O,0,155,0,0,0.0,26.63,32.29,53.6,0.4,0.553,178,1056,0,0,4,1,0.398,0.42,0.01,0.171,2,1.0,2,5.64,,,0,0,3.71,0.714,0.0,1
3624,32,South,20,M,1,440,1,3,143.2,50.73,35.63,75.27,0.267,0.324,62,593,3,0,4,1,0.246,0.427,0.288,0.039,2,0.667,1,,0.629,0.173,2,3,1.99,0.702,64.58,0
3625,49,North,16,M,1,0,1,1,72.42,79.89,74.32,133.43,0.229,0.201,133,495,0,0,8,3,0.341,0.352,0.198,0.11,2,1.0,0,5.85,0.177,0.021,0,1,3.15,0.731,0.0,1
3626,31,West,21,M,1,0,0,0,0.0,32.51,36.36,73.29,0.433,0.472,182,619,0,0,5,1,0.319,0.18,0.28,0.22,2,1.0,0,8.99,0.409,0.031,0,2,1.83,1.0,0.0,1
3627,38,South,37,F,1,23,1,1,42.38,46.75,52.98,111.69,0.37,0.42,165,1109,0,0,10,2,0.474,0.257,0.016,0.253,2,1.0,1,5.49,0.37,0.145,0,5,4.15,0.726,0.0,1
3628,24,North,12,F,1,384,1,5,515.23,103.98,130.14,166.74,0.168,0.299,18,363,6,2,8,1,0.297,0.279,0.223,0.201,0,0.0,1,8.89,0.914,0.449,9,3,4.52,0.87,138.66,0
3629,42,North,11,F,1,0,0,0,0.0,22.62,33.65,80.01,0.513,0.475,193,335,0,0,0,1,0.22,0.261,0.365,0.154,3,1.0,4,3.98,0.306,0.05,1,3,5.59,0.563,0.0,0
3630,40,West,30,F,1,136,1,0,0.0,69.96,64.45,80.74,0.368,0.373,37,914,4,0,7,2,0.624,0.061,0.162,0.153,1,1.0,0,7.14,0.679,0.419,0,1,1.99,0.818,43.84,0
3631,51,East,28,M,1,696,2,5,342.32,75.35,89.54,129.01,0.407,0.468,24,835,6,4,10,1,0.086,0.324,0.269,0.321,1,0.2,0,9.15,0.741,0.376,5,3,2.41,1.0,88.66,0
3632,50,South,15,F,1,39,0,0,0.0,55.66,60.3,76.96,0.345,0.41,110,443,1,0,4,1,0.056,0.263,0.156,0.525,2,1.0,2,4.93,0.361,0.136,2,0,4.31,0.653,0.0,0
3633,46,South,11,M,1,0,0,0,0.0,71.77,82.71,74.1,0.252,0.364,124,327,0,0,1,1,0.332,0.169,0.218,0.282,2,1.0,5,1.92,0.399,0.029,1,0,4.44,0.322,0.0,1
3634,44,South,41,F,1,85,1,1,75.02,69.7,73.43,114.12,0.263,0.215,153,1238,0,0,11,1,0.386,0.05,0.279,0.285,1,1.0,2,5.17,0.297,0.0,4,0,4.03,0.742,31.03,1
3635,39,East,28,F,1,76,1,0,0.0,73.36,84.86,140.52,0.29,0.304,99,849,1,0,5,2,0.079,0.248,0.476,0.196,0,0.0,2,7.54,0.419,0.113,0,0,5.19,0.778,22.46,0
